Time Bucket (Europe/Budapest),Hauptverteiler_1 (kWatts),Hauptverteiler_2 (kWatts),Hauptverteiler_3 (kWatts),Garage 1 (kWatts),Garage 2 (kWatts),Garage 3 (kWatts),UV 1 (kWatts),UV 2 (kWatts),UV 3 (kWatts),Mikrowelle (71) (kWatts),Arbeitszimmer (17) (kWatts),Sina (23) (kWatts),Malte (22) (kWatts),Studio (20) (kWatts),Lüftung (31) (kWatts),Geschirrspüler (38) (kWatts),Heizung (32) (kWatts),Backofen (kWatts),Kühltruhe (kWatts)
07/11/2022 10:23:00,0.0406,0.0733,0.1499,0.0013,0.0067,0.0089,0.0085,0.0096,0.0050,0.0022,0.0110,0.0000,0.0000,0.0492,0.0206,0.0090,0.0423,0.0000,0.0000
07/11/2022 10:24:00,0.0404,0.0619,0.1503,0.0011,0.0064,0.0092,0.0088,0.0098,0.0046,0.0021,0.0107,0.0000,0.0000,0.0496,0.0204,0.0092,0.0423,0.0000,0.0000
07/11/2022 10:25:00,0.0404,0.0618,0.1507,0.0012,0.0066,0.0093,0.0087,0.0097,0.0054,0.0024,0.0112,0.0000,0.0000,0.0501,0.0205,0.0096,0.0424,0.0000,0.0000
07/11/2022 10:26:00,0.0403,0.0615,0.1530,0.0011,0.0066,0.0089,0.0088,0.0098,0.0048,0.0026,0.0111,0.0000,0.0000,0.0517,0.0206,0.0102,0.0423,0.0000,0.0000
07/11/2022 10:27:00,0.0403,0.0728,0.1533,0.0017,0.0068,0.0091,0.0084,0.0099,0.0048,0.0016,0.0110,0.0000,0.0000,0.0519,0.0206,0.0090,0.0422,0.0000,0.0000
07/11/2022 10:28:00,0.0401,0.0617,0.1514,0.0013,0.0065,0.0090,0.0087,0.0097,0.0047,0.0022,0.0111,0.0000,0.0000,0.0504,0.0204,0.0104,0.0425,0.0000,0.0000
07/11/2022 10:29:00,0.0402,0.0616,0.1507,0.0012,0.0070,0.0090,0.0083,0.0101,0.0047,0.0025,0.0109,0.0000,0.0000,0.0497,0.0206,0.0096,0.0422,0.0000,0.0000
07/11/2022 10:30:00,0.0398,0.0635,0.1507,0.0013,0.0068,0.0091,0.0087,0.0101,0.0043,0.0018,0.0108,0.0000,0.0000,0.0502,0.0206,0.0089,0.0423,0.0000,0.0000
07/11/2022 10:31:00,0.0402,0.0746,0.1547,0.0011,0.0066,0.0090,0.0086,0.0096,0.0049,0.0018,0.0112,0.0000,0.0000,0.0538,0.0203,0.0117,0.0420,0.0000,0.0000
07/11/2022 10:32:00,0.0406,0.0637,0.1523,0.0015,0.0069,0.0092,0.0087,0.0099,0.0044,0.0021,0.0111,0.0000,0.0000,0.0517,0.0204,0.0088,0.0421,0.0000,0.0000
07/11/2022 10:33:00,0.0406,0.0637,0.1523,0.0015,0.0069,0.0092,0.0087,0.0099,0.0044,0.0021,0.0111,0.0000,0.0000,0.0517,0.0204,0.0088,0.0421,0.0000,0.0000
07/11/2022 10:34:00,0.0404,0.0639,0.1499,0.0014,0.0064,0.0091,0.0086,0.0100,0.0045,0.0025,0.0109,0.0000,0.0000,0.0492,0.0202,0.0094,0.0420,0.0000,0.0000
07/11/2022 10:35:00,0.0402,0.0593,0.1504,0.0011,0.0067,0.0094,0.0086,0.0098,0.0043,0.0018,0.0109,0.0000,0.0000,0.0492,0.0205,0.0095,0.0422,0.0000,0.0000
07/11/2022 10:36:00,0.0402,0.0501,0.1531,0.0017,0.0067,0.0095,0.0088,0.0101,0.0046,0.0020,0.0109,0.0000,0.0000,0.0520,0.0202,0.0096,0.0421,0.0000,0.0000
07/11/2022 10:37:00,0.0397,0.0505,0.1573,0.0010,0.0066,0.0091,0.0091,0.0097,0.0056,0.0018,0.0112,0.0000,0.0000,0.0565,0.0204,0.0098,0.0420,0.0000,0.0000
07/11/2022 10:38:00,0.0404,0.0505,0.1516,0.0013,0.0069,0.0091,0.0087,0.0102,0.0045,0.0025,0.0111,0.0000,0.0000,0.0508,0.0204,0.0108,0.0421,0.0000,0.0000
07/11/2022 10:39:00,0.0402,0.0506,0.1516,0.0013,0.0073,0.0091,0.0085,0.0099,0.0052,0.0021,0.0109,0.0000,0.0000,0.0505,0.0203,0.0086,0.0420,0.0001,0.0000
07/11/2022 10:40:00,0.0399,0.0507,0.1545,0.0017,0.0067,0.0090,0.0087,0.0098,0.0044,0.0021,0.0108,0.0000,0.0000,0.0536,0.0205,0.0115,0.0418,0.0000,0.0000
07/11/2022 10:41:00,0.0402,0.0502,0.1518,0.0014,0.0066,0.0091,0.0087,0.0100,0.0045,0.0022,0.0109,0.0000,0.0000,0.0514,0.0203,0.0117,0.0418,0.0000,0.0000
07/11/2022 10:42:00,0.0777,0.0500,0.1527,0.0011,0.0068,0.0093,0.0087,0.0097,0.0055,0.0020,0.0107,0.0000,0.0000,0.0518,0.0204,0.0096,0.0421,0.0000,0.0401
07/11/2022 10:43:00,0.0869,0.0504,0.1496,0.0012,0.0065,0.0092,0.0086,0.0096,0.0049,0.0013,0.0109,0.0000,0.0000,0.0492,0.0205,0.0085,0.0416,0.0000,0.0535
07/11/2022 10:44:00,0.0872,0.0506,0.1345,0.0014,0.0066,0.0092,0.0086,0.0097,0.0048,0.0019,0.0110,0.0000,0.0000,0.0488,0.0204,0.0098,0.0265,0.0000,0.0542
07/11/2022 10:45:00,0.0878,0.0509,0.1186,0.0014,0.0064,0.0093,0.0087,0.0101,0.0049,0.0016,0.0111,0.0000,0.0000,0.0497,0.0204,0.0076,0.0103,0.0000,0.0545
07/11/2022 10:46:00,0.0885,0.0503,0.1199,0.0014,0.0065,0.0090,0.0088,0.0098,0.0053,0.0015,0.0110,0.0000,0.0000,0.0520,0.0203,0.0100,0.0087,0.0000,0.0554
07/11/2022 10:47:00,0.0890,0.0501,0.1194,0.0015,0.0067,0.0091,0.0086,0.0098,0.0052,0.0030,0.0110,0.0000,0.0000,0.0516,0.0205,0.0102,0.0092,0.0000,0.0555
07/11/2022 10:48:00,0.0890,0.0502,0.1169,0.0018,0.0066,0.0090,0.0086,0.0099,0.0053,0.0018,0.0113,0.0000,0.0000,0.0491,0.0205,0.0102,0.0089,0.0000,0.0553
07/11/2022 10:49:00,0.0884,0.0508,0.1177,0.0014,0.0068,0.0091,0.0088,0.0101,0.0055,0.0016,0.0108,0.0000,0.0000,0.0495,0.0205,0.0092,0.0086,0.0000,0.0546
07/11/2022 10:50:00,0.0880,0.0505,0.1172,0.0017,0.0069,0.0091,0.0089,0.0099,0.0052,0.0019,0.0107,0.0000,0.0000,0.0495,0.0204,0.0105,0.0091,0.0000,0.0546
07/11/2022 10:51:00,0.1140,0.0506,0.1202,0.0012,0.0065,0.0090,0.0085,0.0099,0.0047,0.0022,0.0109,0.0000,0.0000,0.0520,0.0205,0.0111,0.0090,0.0000,0.0335
07/11/2022 10:52:00,0.1156,0.0505,0.1192,0.0013,0.0065,0.0090,0.0086,0.0102,0.0053,0.0021,0.0109,0.0000,0.0000,0.0511,0.0204,0.0085,0.0089,0.0000,0.0000
07/11/2022 10:53:00,0.1123,0.0503,0.1167,0.0012,0.0066,0.0092,0.0087,0.0099,0.0050,0.0017,0.0109,0.0000,0.0000,0.0490,0.0204,0.0092,0.0088,0.0000,0.0000
07/11/2022 10:54:00,0.1123,0.0504,0.1168,0.0013,0.0064,0.0091,0.0085,0.0096,0.0050,0.0024,0.0109,0.0000,0.0000,0.0492,0.0205,0.0098,0.0090,0.0000,0.0000
07/11/2022 10:55:00,0.1110,0.0503,0.1172,0.0017,0.0067,0.0089,0.0085,0.0100,0.0049,0.0020,0.0112,0.0000,0.0000,0.0495,0.0204,0.0091,0.0090,0.0000,0.0000
07/11/2022 10:56:00,0.1108,0.0508,0.1214,0.0012,0.0068,0.0089,0.0087,0.0099,0.0044,0.0016,0.0110,0.0000,0.0000,0.0533,0.0203,0.0106,0.0089,0.0000,0.0000
07/11/2022 10:57:00,0.1105,0.0503,0.1200,0.0010,0.0067,0.0090,0.0089,0.0099,0.0052,0.0024,0.0108,0.0000,0.0000,0.0524,0.0206,0.0099,0.0089,0.0000,0.0000
07/11/2022 10:58:00,0.1099,0.0504,0.1178,0.0013,0.0063,0.0089,0.0086,0.0099,0.0059,0.0023,0.0109,0.0000,0.0000,0.0502,0.0205,0.0103,0.0089,0.0000,0.0000
07/11/2022 10:59:00,0.1092,0.0505,0.1221,0.0018,0.0068,0.0090,0.0087,0.0097,0.0049,0.0023,0.0111,0.0000,0.0000,0.0539,0.0204,0.0115,0.0092,0.0000,0.0000
07/11/2022 11:00:00,0.1090,0.0531,0.1182,0.0009,0.0068,0.0089,0.0087,0.0100,0.0049,0.0021,0.0111,0.0000,0.0000,0.0506,0.0205,0.0099,0.0087,0.0000,0.0000
07/11/2022 11:01:00,0.1085,0.0527,0.1312,0.0010,0.0066,0.0092,0.0085,0.0097,0.0048,0.0017,0.0111,0.0000,0.0000,0.0539,0.0203,0.0074,0.0182,0.0000,0.0000
07/11/2022 11:02:00,0.1085,0.0532,0.1261,0.0014,0.0067,0.0092,0.0085,0.0097,0.0052,0.0016,0.0109,0.0000,0.0000,0.0528,0.0202,0.0091,0.0140,0.0000,0.0000
07/11/2022 11:03:00,0.1082,0.0526,0.1278,0.0011,0.0065,0.0090,0.0087,0.0100,0.0045,0.0019,0.0108,0.0000,0.0000,0.0539,0.0204,0.0091,0.0149,0.0000,0.0000
07/11/2022 11:04:00,0.1081,0.0526,0.1224,0.0012,0.0069,0.0090,0.0084,0.0097,0.0049,0.0025,0.0110,0.0000,0.0000,0.0500,0.0205,0.0093,0.0132,0.0000,0.0000
07/11/2022 11:05:00,0.1078,0.0506,0.1214,0.0012,0.0068,0.0091,0.0086,0.0101,0.0043,0.0016,0.0110,0.0000,0.0000,0.0514,0.0204,0.0119,0.0112,0.0000,0.0000
07/11/2022 11:06:00,0.0744,0.0504,0.1248,0.0017,0.0065,0.0090,0.0088,0.0102,0.0051,0.0028,0.0110,0.0000,0.0000,0.0558,0.0205,0.0087,0.0108,0.0000,0.0000
07/11/2022 11:07:00,0.0403,0.0502,0.1258,0.0013,0.0069,0.0090,0.0083,0.0096,0.0048,0.0019,0.0109,0.0000,0.0000,0.0538,0.0205,0.0105,0.0128,0.0000,0.0000
07/11/2022 11:08:00,0.0406,0.0502,0.1321,0.0013,0.0067,0.0093,0.0086,0.0097,0.0055,0.0021,0.0108,0.0000,0.0000,0.0499,0.0203,0.0105,0.0228,0.0000,0.0000
07/11/2022 11:09:00,0.0402,0.0505,0.1423,0.0013,0.0069,0.0089,0.0085,0.0101,0.0050,0.0023,0.0110,0.0000,0.0000,0.0495,0.0204,0.0104,0.0345,0.0000,0.0000
07/11/2022 11:10:00,0.0403,0.0503,0.1522,0.0010,0.0066,0.0090,0.0082,0.0102,0.0049,0.0019,0.0110,0.0000,0.0000,0.0515,0.0204,0.0096,0.0422,0.0000,0.0000
07/11/2022 11:11:00,0.0400,0.0502,0.1531,0.0016,0.0066,0.0092,0.0088,0.0100,0.0044,0.0021,0.0112,0.0000,0.0000,0.0523,0.0204,0.0068,0.0420,0.0000,0.0000
07/11/2022 11:12:00,0.0402,0.0503,0.1532,0.0013,0.0066,0.0091,0.0089,0.0101,0.0043,0.0025,0.0108,0.0000,0.0000,0.0519,0.0204,0.0092,0.0423,0.0000,0.0000
07/11/2022 11:13:00,0.0402,0.0501,0.1417,0.0017,0.0066,0.0092,0.0087,0.0098,0.0053,0.0024,0.0108,0.0000,0.0000,0.0499,0.0204,0.0101,0.0382,0.0000,0.0000
07/11/2022 11:14:00,0.0400,0.0506,0.1188,0.0009,0.0067,0.0090,0.0088,0.0100,0.0043,0.0017,0.0108,0.0000,0.0000,0.0530,0.0205,0.0101,0.0161,0.0000,0.0000
07/11/2022 11:15:00,0.0403,0.0503,0.1186,0.0019,0.0069,0.0090,0.0085,0.0097,0.0046,0.0017,0.0111,0.0000,0.0000,0.0500,0.0206,0.0101,0.0103,0.0000,0.0000
07/11/2022 11:16:00,0.0404,0.0506,0.1245,0.0011,0.0067,0.0091,0.0085,0.0103,0.0052,0.0019,0.0110,0.0000,0.0000,0.0521,0.0204,0.0101,0.0129,0.0000,0.0000
07/11/2022 11:17:00,0.0403,0.0503,0.1366,0.0014,0.0065,0.0092,0.0087,0.0100,0.0048,0.0015,0.0111,0.0000,0.0000,0.0512,0.0204,0.0109,0.0264,0.0000,0.0000
07/11/2022 11:18:00,0.0403,0.0504,0.1494,0.0019,0.0069,0.0087,0.0084,0.0097,0.0043,0.0027,0.0108,0.0000,0.0000,0.0496,0.0204,0.0097,0.0418,0.0000,0.0000
07/11/2022 11:19:00,0.0426,0.0507,0.1495,0.0014,0.0068,0.0091,0.0086,0.0102,0.0051,0.0017,0.0108,0.0000,0.0000,0.0489,0.0204,0.0099,0.0421,0.0000,0.0027
07/11/2022 11:20:00,0.0713,0.0507,0.1503,0.0014,0.0072,0.0094,0.0087,0.0100,0.0051,0.0017,0.0107,0.0000,0.0000,0.0491,0.0206,0.0092,0.0423,0.0000,0.0329
07/11/2022 11:21:00,0.0874,0.0503,0.1522,0.0007,0.0068,0.0090,0.0085,0.0101,0.0049,0.0019,0.0109,0.0000,0.0000,0.0513,0.0205,0.0079,0.0418,0.0000,0.0539
07/11/2022 11:22:00,0.0875,0.0506,0.1518,0.0007,0.0066,0.0092,0.0085,0.0099,0.0049,0.0020,0.0113,0.0000,0.0000,0.0510,0.0203,0.0099,0.0418,0.0000,0.0544
07/11/2022 11:23:00,0.0880,0.0506,0.1490,0.0009,0.0068,0.0090,0.0087,0.0098,0.0052,0.0022,0.0108,0.0000,0.0000,0.0488,0.0205,0.0102,0.0419,0.0000,0.0547
07/11/2022 11:24:00,0.0888,0.0507,0.1502,0.0010,0.0066,0.0091,0.0088,0.0097,0.0054,0.0014,0.0108,0.0000,0.0000,0.0492,0.0204,0.0123,0.0421,0.0000,0.0555
07/11/2022 11:25:00,0.0903,0.2713,0.1505,0.0016,0.0063,0.0090,0.0087,0.0100,0.0044,0.0016,0.0110,0.0000,0.0000,0.0489,0.0205,0.0099,0.0419,0.0000,0.0562
07/11/2022 11:26:00,0.0924,0.6697,0.1527,0.0011,0.0067,0.0090,0.0089,0.0098,0.0054,0.0022,0.0117,0.0000,0.0000,0.0506,0.0205,0.0108,0.0421,0.0002,0.0566
07/11/2022 11:27:00,0.0925,0.7179,0.1529,0.0017,0.0069,0.0089,0.0090,0.0099,0.0065,0.0021,0.0118,0.0000,0.0000,0.0505,0.0205,0.0087,0.0421,0.0001,0.0557
07/11/2022 11:28:00,0.0884,0.0932,0.1496,0.0012,0.0066,0.0089,0.0083,0.0102,0.0048,0.0020,0.0110,0.0000,0.0000,0.0487,0.0205,0.0099,0.0421,0.0000,0.0547
07/11/2022 11:29:00,0.0820,0.0617,0.1513,0.0014,0.0070,0.0090,0.0085,0.0098,0.0054,0.0017,0.0111,0.0000,0.0000,0.0503,0.0204,0.0090,0.0420,0.0000,0.0482
07/11/2022 11:30:00,0.0405,0.0750,0.1503,0.0009,0.0067,0.0090,0.0086,0.0101,0.0043,0.0017,0.0110,0.0000,0.0000,0.0495,0.0205,0.0083,0.0419,0.0000,0.0000
07/11/2022 11:31:00,0.0409,0.0642,0.1610,0.0007,0.0067,0.0092,0.0086,0.0102,0.0051,0.0022,0.0107,0.0000,0.0000,0.0604,0.0204,0.0107,0.0419,0.0000,0.0000
07/11/2022 11:32:00,0.0404,0.0637,0.1653,0.0012,0.0070,0.0091,0.0087,0.0101,0.0054,0.0021,0.0110,0.0000,0.0000,0.0651,0.0204,0.0091,0.0420,0.0000,0.0000
07/11/2022 11:33:00,0.0407,0.0753,0.1637,0.0015,0.0069,0.0091,0.0087,0.0098,0.0048,0.0021,0.0112,0.0000,0.0000,0.0632,0.0204,0.0078,0.0420,0.0000,0.0000
07/11/2022 11:34:00,0.0405,0.0642,0.1639,0.0015,0.0068,0.0092,0.0089,0.0098,0.0058,0.0023,0.0111,0.0000,0.0000,0.0631,0.0205,0.0108,0.0419,0.0000,0.0000
07/11/2022 11:35:00,0.0398,0.0620,0.1642,0.0019,0.0067,0.0090,0.0086,0.0102,0.0050,0.0016,0.0110,0.0000,0.0000,0.0635,0.0206,0.0108,0.0420,0.0000,0.0000
07/11/2022 11:36:00,0.0402,0.0731,0.1631,0.0024,0.0067,0.0090,0.0085,0.0098,0.0046,0.0028,0.0113,0.0000,0.0000,0.0628,0.0205,0.0093,0.0417,0.0000,0.0000
07/11/2022 11:37:00,0.0402,0.0620,0.1524,0.0011,0.0065,0.0094,0.0086,0.0098,0.0049,0.0026,0.0110,0.0000,0.0000,0.0626,0.0204,0.0100,0.0316,0.0000,0.0000
07/11/2022 11:38:00,0.0844,0.0625,0.1318,0.0011,0.0066,0.0090,0.0085,0.0097,0.0050,0.0013,0.0111,0.0000,0.0000,0.0628,0.0205,0.0111,0.0106,0.0000,0.0000
07/11/2022 11:39:00,0.1158,0.0735,0.1318,0.0016,0.0067,0.0091,0.0085,0.0097,0.0052,0.0018,0.0110,0.0000,0.0000,0.0631,0.0205,0.0080,0.0099,0.0000,0.0000
07/11/2022 11:40:00,0.1124,0.0623,0.1324,0.0012,0.0068,0.0089,0.0088,0.0098,0.0053,0.0015,0.0112,0.0000,0.0000,0.0649,0.0204,0.0093,0.0090,0.0000,0.0000
07/11/2022 11:41:00,0.1121,0.0625,0.1427,0.0008,0.0065,0.0092,0.0088,0.0101,0.0050,0.0015,0.0112,0.0000,0.0000,0.0659,0.0205,0.0088,0.0175,0.0000,0.0000
07/11/2022 11:42:00,0.1112,0.0735,0.1334,0.0009,0.0069,0.0088,0.0088,0.0101,0.0054,0.0018,0.0110,0.0000,0.0000,0.0594,0.0204,0.0099,0.0145,0.0000,0.0000
07/11/2022 11:43:00,0.1112,0.0620,0.1441,0.0011,0.0067,0.0089,0.0086,0.0097,0.0049,0.0018,0.0111,0.0000,0.0000,0.0567,0.0204,0.0088,0.0287,0.0000,0.0000
07/11/2022 11:44:00,0.1109,0.0617,0.1569,0.0008,0.0071,0.0088,0.0086,0.0098,0.0043,0.0020,0.0111,0.0000,0.0000,0.0566,0.0205,0.0114,0.0418,0.0000,0.0000
07/11/2022 11:45:00,0.1097,0.0616,0.1577,0.0015,0.0068,0.0091,0.0087,0.0097,0.0053,0.0020,0.0111,0.0000,0.0000,0.0568,0.0204,0.0095,0.0420,0.0000,0.0000
07/11/2022 11:46:00,0.1093,0.0730,0.1574,0.0014,0.0062,0.0092,0.0087,0.0100,0.0053,0.0017,0.0110,0.0000,0.0000,0.0566,0.0206,0.0109,0.0419,0.0000,0.0000
07/11/2022 11:47:00,0.1087,0.0620,0.1663,0.0011,0.0067,0.0086,0.0088,0.0097,0.0047,0.0016,0.0111,0.0000,0.0000,0.0656,0.0206,0.0097,0.0420,0.0000,0.0000
07/11/2022 11:48:00,0.1089,0.0614,0.1649,0.0021,0.0067,0.0090,0.0090,0.0099,0.0052,0.0021,0.0109,0.0000,0.0000,0.0648,0.0206,0.0105,0.0419,0.0000,0.0000
07/11/2022 11:49:00,0.1085,0.0619,0.1649,0.0011,0.0065,0.0089,0.0085,0.0099,0.0049,0.0015,0.0110,0.0000,0.0000,0.0645,0.0203,0.0091,0.0416,0.0000,0.0000
07/11/2022 11:50:00,0.1085,0.0623,0.1658,0.0011,0.0066,0.0090,0.0089,0.0099,0.0051,0.0022,0.0111,0.0000,0.0000,0.0647,0.0205,0.0091,0.0419,0.0000,0.0000
07/11/2022 11:51:00,0.1079,0.0731,0.1632,0.0013,0.0071,0.0090,0.0086,0.0099,0.0043,0.0022,0.0110,0.0000,0.0000,0.0623,0.0206,0.0089,0.0417,0.0000,0.0000
07/11/2022 11:52:00,0.1079,0.0622,0.1530,0.0013,0.0064,0.0088,0.0085,0.0098,0.0052,0.0020,0.0112,0.0000,0.0000,0.0528,0.0206,0.0099,0.0417,0.0000,0.0000
07/11/2022 11:53:00,0.0752,0.0625,0.1505,0.0010,0.0063,0.0090,0.0088,0.0099,0.0045,0.0023,0.0111,0.0000,0.0000,0.0498,0.0206,0.0082,0.0416,0.0000,0.0000
07/11/2022 11:54:00,0.0402,0.0618,0.1503,0.0017,0.0070,0.0092,0.0084,0.0103,0.0045,0.0016,0.0112,0.0000,0.0000,0.0498,0.0206,0.0103,0.0415,0.0000,0.0000
07/11/2022 11:55:00,0.0402,0.0728,0.1509,0.0011,0.0069,0.0088,0.0088,0.0096,0.0045,0.0029,0.0108,0.0000,0.0000,0.0506,0.0205,0.0104,0.0417,0.0000,0.0000
07/11/2022 11:56:00,0.0402,0.0508,0.1515,0.0014,0.0073,0.0088,0.0087,0.0101,0.0054,0.0021,0.0109,0.0000,0.0000,0.0508,0.0206,0.0102,0.0419,0.0000,0.0000
07/11/2022 11:57:00,0.0404,0.0729,0.1517,0.0013,0.0071,0.0090,0.0085,0.0101,0.0055,0.0017,0.0111,0.0000,0.0000,0.0522,0.0206,0.0102,0.0419,0.0000,0.0000
07/11/2022 11:58:00,0.0683,0.0616,0.1489,0.0024,0.0067,0.0090,0.0088,0.0097,0.0041,0.0023,0.0112,0.0000,0.0000,0.0506,0.0206,0.0106,0.0420,0.0000,0.0296
07/11/2022 11:59:00,0.0874,0.0615,0.1472,0.0015,0.0066,0.0089,0.0088,0.0100,0.0046,0.0021,0.0111,0.0000,0.0000,0.0494,0.0207,0.0085,0.0418,0.0000,0.0543
07/11/2022 12:00:00,0.0874,0.0747,0.1516,0.0012,0.0068,0.0089,0.0084,0.0098,0.0046,0.0022,0.0111,0.0000,0.0000,0.0510,0.0205,0.0093,0.0418,0.0000,0.0541
07/11/2022 12:01:00,0.0881,0.0639,0.1520,0.0009,0.0063,0.0089,0.0086,0.0099,0.0052,0.0018,0.0111,0.0000,0.0000,0.0508,0.0204,0.0094,0.0418,0.0000,0.0544
07/11/2022 12:02:00,0.0885,0.0642,0.1510,0.0013,0.0067,0.0090,0.0087,0.0100,0.0044,0.0020,0.0110,0.0000,0.0000,0.0504,0.0205,0.0094,0.0417,0.0000,0.0552
07/11/2022 12:03:00,0.0890,0.0642,0.1500,0.0012,0.0067,0.0091,0.0085,0.0099,0.0053,0.0028,0.0110,0.0000,0.0000,0.0492,0.0205,0.0115,0.0417,0.0000,0.0551
07/11/2022 12:04:00,0.0885,0.0639,0.1508,0.0014,0.0068,0.0090,0.0087,0.0100,0.0046,0.0030,0.0110,0.0000,0.0000,0.0489,0.0204,0.0108,0.0417,0.0000,0.0548
07/11/2022 12:05:00,0.0884,0.0620,0.1493,0.0012,0.0059,0.0091,0.0083,0.0100,0.0048,0.0021,0.0108,0.0000,0.0000,0.0491,0.0205,0.0103,0.0418,0.0000,0.0543
07/11/2022 12:06:00,0.0878,0.0730,0.1515,0.0012,0.0065,0.0089,0.0088,0.0097,0.0049,0.0023,0.0110,0.0000,0.0000,0.0504,0.0204,0.0104,0.0418,0.0000,0.0541
07/11/2022 12:07:00,0.0843,0.0619,0.1533,0.0015,0.0070,0.0084,0.0082,0.0097,0.0057,0.0019,0.0110,0.0000,0.0000,0.0530,0.0204,0.0102,0.0418,0.0000,0.0503
07/11/2022 12:08:00,0.0404,0.0616,0.1470,0.0015,0.0070,0.0098,0.0085,0.0100,0.0045,0.0015,0.0108,0.0000,0.0000,0.0497,0.0204,0.0088,0.0390,0.0000,0.0000
07/11/2022 12:09:00,0.0405,0.0619,0.1311,0.0013,0.0072,0.0090,0.0090,0.0100,0.0049,0.0019,0.0110,0.0000,0.0000,0.0515,0.0205,0.0077,0.0216,0.0000,0.0000
07/11/2022 12:10:00,0.0410,0.0729,0.1189,0.0014,0.0072,0.0097,0.0085,0.0101,0.0055,0.0022,0.0109,0.0000,0.0000,0.0507,0.0205,0.0106,0.0108,0.0000,0.0000
07/11/2022 12:11:00,0.0403,0.0719,0.1204,0.0012,0.0068,0.0090,0.0089,0.0101,0.0048,0.0023,0.0111,0.0000,0.0000,0.0520,0.0205,0.0092,0.0108,0.0000,0.0000
07/11/2022 12:12:00,0.0405,0.0620,0.1190,0.0017,0.0069,0.0090,0.0087,0.0097,0.0042,0.0021,0.0110,0.0000,0.0000,0.0509,0.0204,0.0096,0.0107,0.0000,0.0000
07/11/2022 12:13:00,0.0407,0.0620,0.1194,0.0015,0.0069,0.0094,0.0089,0.0100,0.0047,0.0020,0.0108,0.0000,0.0000,0.0511,0.0204,0.0099,0.0105,0.0000,0.0000
07/11/2022 12:14:00,0.0406,0.0726,0.1226,0.0009,0.0068,0.0087,0.0088,0.0099,0.0049,0.0013,0.0112,0.0000,0.0000,0.0513,0.0206,0.0102,0.0146,0.0000,0.0000
07/11/2022 12:15:00,0.0405,0.0722,0.1427,0.0018,0.0071,0.0091,0.0086,0.0099,0.0044,0.0023,0.0113,0.0000,0.0000,0.0516,0.0206,0.0104,0.0328,0.0000,0.0000
07/11/2022 12:16:00,0.0406,0.0845,0.1522,0.0021,0.0065,0.0091,0.0088,0.0100,0.0051,0.0021,0.0111,0.0000,0.0000,0.0514,0.0205,0.0108,0.0417,0.0000,0.0000
07/11/2022 12:17:00,0.0403,0.0735,0.1583,0.0015,0.0066,0.0096,0.0085,0.0098,0.0044,0.0017,0.0112,0.0000,0.0000,0.0581,0.0204,0.0083,0.0418,0.0000,0.0000
07/11/2022 12:18:00,0.0401,0.0739,0.1554,0.0015,0.0068,0.0093,0.0087,0.0099,0.0047,0.0020,0.0113,0.0000,0.0000,0.0553,0.0204,0.0088,0.0418,0.0000,0.0000
07/11/2022 12:19:00,0.0405,0.0746,0.1517,0.0010,0.0067,0.0093,0.0087,0.0101,0.0047,0.0020,0.0113,0.0000,0.0000,0.0513,0.0204,0.0095,0.0419,0.0000,0.0000
07/11/2022 12:20:00,0.0404,0.0854,0.1521,0.0013,0.0068,0.0089,0.0086,0.0097,0.0049,0.0021,0.0113,0.0000,0.0000,0.0516,0.0204,0.0095,0.0417,0.0000,0.0000
07/11/2022 12:21:00,0.0405,0.0742,0.1528,0.0016,0.0066,0.0091,0.0083,0.0101,0.0048,0.0015,0.0111,0.0000,0.0000,0.0524,0.0204,0.0076,0.0418,0.0000,0.0000
07/11/2022 12:22:00,0.0402,0.0751,0.1536,0.0011,0.0068,0.0089,0.0087,0.0101,0.0045,0.0023,0.0109,0.0000,0.0000,0.0533,0.0204,0.0101,0.0416,0.0000,0.0000
07/11/2022 12:23:00,0.0408,0.0752,0.1510,0.0015,0.0065,0.0091,0.0090,0.0099,0.0053,0.0028,0.0112,0.0000,0.0000,0.0505,0.0204,0.0100,0.0415,0.0000,0.0000
07/11/2022 12:24:00,0.0401,0.0754,0.1512,0.0016,0.0066,0.0091,0.0086,0.0105,0.0048,0.0024,0.0111,0.0000,0.0000,0.0506,0.0205,0.0100,0.0417,0.0000,0.0000
07/11/2022 12:25:00,0.0402,0.0850,0.1524,0.0012,0.0068,0.0090,0.0085,0.0098,0.0047,0.0021,0.0110,0.0000,0.0000,0.0519,0.0205,0.0103,0.0417,0.0000,0.0000
07/11/2022 12:26:00,0.0876,0.0694,0.1530,0.0011,0.0067,0.0089,0.0088,0.0100,0.0051,0.0020,0.0113,0.0000,0.0000,0.0524,0.0205,0.0098,0.0417,0.0001,0.0000
07/11/2022 12:27:00,0.0876,0.0694,0.1530,0.0011,0.0067,0.0089,0.0088,0.0100,0.0051,0.0020,0.0113,0.0000,0.0000,0.0524,0.0205,0.0098,0.0417,0.0001,0.0000
07/11/2022 12:28:00,0.1122,0.0639,0.1515,0.0016,0.0067,0.0090,0.0087,0.0100,0.0050,0.0021,0.0112,0.0000,0.0000,0.0507,0.0207,0.0080,0.0421,0.0000,0.0000
07/11/2022 12:29:00,0.1120,0.0637,0.1511,0.0011,0.0060,0.0090,0.0086,0.0103,0.0055,0.0014,0.0108,0.0000,0.0000,0.0502,0.0206,0.0113,0.0419,0.0000,0.0000
